Ulasan,Rating,text_clean_preprocessed,label_sentiment
"Bagus, pelayanan cepat",5,bagus layan cepat,1
Kwalitas baik...sdh di coba mudah pemakainx..thanks..,5,kwalitas sdh coba mudah pemakainx thanks,1
barang sudah di terima dengan cepat kondisi barang lengkap. thanks,4,barang terima cepat kondisi barang lengkap thanks,1
"Thanks gan, good job
Next order lagi",5,thanks gan good job next order,1
barangnya mantap. yang penting mureeee,5,barang mantap mureeee,1
Bos klu beli isinya ready,5,bos klu beli isi ready,1
Barang sampai tes ok,4,barang tes ok,1
brg udah dateng. respon cepet. kemasan rapih.  tp belum dicoba. moga2 awet dah.,5,barang udah dateng respon cepet kemas rapih coba moga2 awet dah,0
Barang pesanan telah sampai. Pengiriman cepat. Hanya saja blm diperiksa krn sedang diluar rumah.Terima kasih.,4,barang pesan kirim cepat blm periksa krn luar rumahterima kasih,1
brng ny sesuai dg postingan n bagus...,4,brng ny sesuai dg postingan n bagus,1
Sip barang sesuai dgn deskripsi,5,sip barang sesuai deskripsi,1
Bagusss..............,5,bagusss,0
Ty gan....respon cepat ...recomended seller...sukses gan.....,5,ty gan respon cepat recomended seller sukses gan,1
Sudah diterimaaaaaaaaaaaaa,4,diterimaaaaaaaaaaaaa,0
pking baik barang ok cuma agk lmbat pngirnnya...,5,pking barang ok agk lmbat pngirnnya,1
Barang Oke...di tes nembaknya kencang....mantap laH,5,barang oke tes nembaknya kencang mantap,1
Pesanan sampai sgt cepat. Belom dicoba barangnya. Tapi bagus kelihatannya cukup kokoh untuk harga murah..,5,pesan sgt cepat bom coba barang bagus kokoh harga murah,1
"Barang sudah dicoba, hasilnya sangat bagus, semoga awet",5,barang coba hasil bagus moga awet,1
Barangnya sesuai dengan pesanan,4,barang sesuai pesan,1
"pengiriman cepat, packing rapi",4,kirim cepat packing rapi,1
"Barang sesuai dengan deskripsi, dites ok, recommended seller, sukses gan,mksh.",5,barang sesuai deskripsi tes ok recommended seller sukses gan terima kasih,1
Barans sesuai pesanan,5,barans sesuai pesan,1
"respon cepat, produk sesuai deskripsi packing rapi",5,respon cepat produk sesuai deskripsi packing rapi,1
terimakasih pengiriman cepat................... barang sesuai,5,terimakasih kirim cepat barang sesuai,1
biarkan bintang yang berbicara...,5,biar bintang bicara,0
"Ok, mudah2an staples gun-nya bisa berfungsi maksimal. Trims",4,ok mudah2an staples gun fungsi maksimal trims,2
terimakasih barang sudah sampai,4,terimakasih barang,0
Ukuran mak tertulis di product 14mm faktanya 8mm.,3,ukur mak tulis product 14mm fakta 8mm,0
Mantaapp.... GoodJobs......,5,mantaapp goodjobs,0
Staples tembak nya bisa berfungsi baik. Barusan saya gunakan untuk staples sofa saya bisa. Hasil nya bagus rapi. Thank you.,5,staples tembak nya fungsi barusan staples sofa hasil nya bagus rapi thank,1
Good product ..buy it pls,4,good product buy pls,1
"Barangnya sudah diterima dengan baik, penanganan proses pengirimannya cepat . . . kualitas barang Ok punya . . . murah . . .",5,barang terima tangan proses kirim cepat kualitas barang ok murah,1
spek sesuwai dgn yg diiklankan.. respon cepat.. repeat order lancar teruss... mantab!!,5,spek sesuwai iklan respon cepat repeat order lancar teruss mantab,1
barang bagus telah dicoba tp utk ekspedisi wahana kurang baek (lama)...ovel all goodjob,5,barang bagus coba utk ekspedisi wahana baek ovel goodjob,1
"Barang sesuai deskripsi gambar, smoga awet.",5,barang sesuai deskripsi gambar smoga awet,1
"pesan Homaster, Kenmaster yang dikirim, isi staples yg dikirim ternyata tidak cocok utk staplesnya, parrahnya lagi isinya gak ada yg jual di kota saya. nyesel beli disinu!",3,pesan homaster kenmaster kirim isi staples kirim cocok utk staples parrahnya isi jual kota nyesel beli sinu,1
barangnya sudah sampe berfungsi dengan baik cuma agak telat aja sampe nya tks gan,5,barang sampe fungsi telat sampe nya tks gan,2
"Mantap, barang bagus sesuai harapan",5,mantap barang bagus sesuai harap,1
bagus...goooooodddddddd....,5,bagus goooooodddddddd,1
"maaf  baru bisa ngasih ulasan, barang sdh diterima dengan baik cuma kalau dipake ke benda keras kurang nancap walaupun sudah diseting, tapi oklah !",3,maaf ngasih ulas barang sdh terima dipake benda keras nancap ting oklah,2
"packing rapi, kuat, bagus..barang sesuai, dicoba hasil bagus...recomended sklii..top",5,packing rapi kuat bagus barang sesuai coba hasil bagus recomended sklii top,1
Thankkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,4,thankkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0
barang sudah diterima sesuai pesanan,4,barang terima sesuai pesan,1
Terima kasih telah mengirimkan barang dengan cepat kondisinya sangat bagus. bahkan dilengkapi pula dengan isinya. terima kasih banyak cahayabelawa,5,terima kasih kirim barang cepat kondisi bagus lengkap isi terima kasih cahayabelawa,1
Pelayanannya oke... Packingnya oke.. Barangnya juga oke banget...mksh boss,5,layan oke packingnya oke barang oke banget terima kasih boss,1
barang sudah nyampai dengan selamat,4,barang nyampai selamat,1
mantapppppppppppppppppppp,5,mantapppppppppppppppppppp,0
"Sesuai pesanan, terina kasih",5,sesuai pesan ina kasih,1
"steples tembak bagus,recomended",5,steples tembak bagus recomended,1
"makasih, barang sesuai gambar",5,makasih barang sesuai gambar,1
barangnya bagus cepat sampainya,5,barang bagus cepat sampai,1
Sangat bermanfaat. Terimakasih banyak,5,manfaat terimakasih,1
sippp..................................,5,sippp,0
berfungsi dengan baik....sukses selalu gan,5,fungsi sukses gan,1
barang dah sya trima dgn slamat gan  Trims,5,barang dah sya trima slamat gan trims,0
cakeepp ............................,5,cakeepp,0
Sesuai pesanan xxxxxxx,5,sesuai pesan xxxxxxx,1
barang sudah nyampai mantapp,5,barang nyampai mantapp,0
"baranh sudah di terima, Sukses buat lapaknya.",4,baranh terima sukses lapak,1
"pengiriman cepat , produk juga o.k terima kasih",5,kirim cepat produk ok terima kasih,1
Barang sudah kami terima. terima kasih,5,barang terima terima kasih,0
sesuai pesanan.pelayanan memuaskan,5,sesuai pesananpelayanan muas,1
suuuuuuiiiiiiiiiiiiiippppppppppp,5,suuuuuuiiiiiiiiiiiiiippppppppppp,0
"Barang sudah sampai gan, fast respond trus barang sesuai deskripsi lah pokoknya. Mantap lah",4,barang gan fast respond trus barang sesuai deskripsi pokok mantap,1
"mantab
recomended
lanjutkan",5,mantab recomended lanjut,1
Barang sesuai dengan deksripsi foto,5,barang sesuai deksripsi foto,1
barang sangat bagus kuat sesuai harapan,5,barang bagus kuat sesuai harap,1
"barang bagus sesuai deskripsi, pengiriman cepat, packing rapih aman, mantapp dehhh 5 bintang utk agan",5,barang bagus sesuai deskripsi kirim cepat packing rapih aman mantapp dehhh 5 bintang utk agan,1
makasih barangnya udah sampai,5,makasih barang udah,0
"bagus, sesuai harapan",4,bagus sesuai harap,1
"Kualitas mantap, harga murah, pengiriman cepat. Terimakasih.",5,kualitas mantap harga murah kirim cepat terimakasih,1
"brg sampe sesuai pesanan + bonusnya, mksh gan.....",5,barang sampe sesuai pesan bonus terima kasih gan,1
"Barang sudah sampai, respon seller cepat, sudah dicoba berfungai dengan baik. terima kasih gan, sukses terus jualannya",5,barang respon seller cepat coba berfungai terima kasih gan sukses jual,1
barang sudah di terima..,4,barang terima,0
Makasih gan brg dah sampe,5,makasih gan barang dah sampe,0
"barang sesuai dgn pesanan. recommended
thx tokopedia cahaya belawa ,sukses terus utk keduanya",5,barang sesuai pesan recommended thx tokopedia cahaya bawa sukses utk,1
"tembakan nya mantap. lah....
lain kali di cek dulu gan jual isi ulang staplesnya. biar sesuai dengan tembakannya.
yg agan kirim ke saya isi ulangnya gx sesuai.
sekali tembak keluarnya 2 staples.",3,tembak nya mantap kali cek gan jual isi ulang staples biar sesuai tembak agan kirim isi ulang gx sesuai tembak keluar 2 staples,1
barang ok. response cepat ........................................,5,barang ok response cepat,1
Barang sesuai yg diiklankan.. respons penjual sangat cepat. Bravo.....!!!,5,barang sesuai iklan respons jual cepat bravo,1
"Sudah diterima, sip. sesuai dengan deskripsi",5,terima sip sesuai deskripsi,1
terimakasih barang sdh diterima,4,terimakasih barang sdh terima,0
"barang sudah diterima dengan baik, thanks....",5,barang terima thanks,1
"mantab, barang bagus...tembakan kenceng, pakai isi staples model T 15 mm masuk...
seller fast response, walaupun ada kendala sedikit, follow upnya luar biasa...
thx u bos...sukses selalu",5,mantab barang bagus tembak kenceng pakai isi staples model 15 mm masuk seller fast response kendala follow upnya thx u bos sukses,1
Sudah sampai. Sesuai dengan pesanan. Terima kasih gan,5,sesuai pesan terima kasih gan,1
"Barang sudah diterima ......... kualitas bagus, top seller",5,barang terima kualitas bagus top seller,1
"Barang sudah sampai, pengiriman via gojek, terima kasih atas respon pelayannnya yang baik..",5,barang kirim via gojek terima kasih respon pelayannnya,0
"Tampak fisik ok, tp belum sempat dicoba.",3,fisik ok coba,1
mantapppp gaaannnn .....................,4,mantapppp gaaannnn,0
mantab gan thanks..................................................................................,5,mantab gan thanks,1
"dipacking dgn baik, ada segel selotip..barang belum dipakai tapi terlihat dapat berfungsi dgn baik..made in china",5,dipacking segel selotip barang pakai fungsi made china,0
barang ok oh iya untuk refil isi ualangx bli d toko ap ya?? trima kasih,4,barang ok oh iya refil isi ualangx bli toko ap ya trima kasih,0
barang sudah diterima dengan baik,4,barang terima,0
respon pengiriman cepat banget.... paking rapi aman.... uda di coba tidak ada masalah..... sukses gan....,5,respon kirim cepat banget paking rapi aman uda coba sukses gan,1
Barang telah diterima dengan selamat waktu pengiriman relatip singkat...pokoknya siiip dah...,5,barang terima selamat kirim relatip singkat pokok siiip dah,1
baguuuuuuuuuuuuuuuuuusssssssss,5,baguuuuuuuuuuuuuuuuuusssssssss,0
Terima kasih yaaaaa barangnya sudah sampai,5,terima kasih yaaaaa barang,0
"respon cepat, barang bagusss sesuai iklan",5,respon cepat barang bagusss sesuai iklan,1
trimkasih sesui pesanan mantap poll,4,trimkasih sesui pesan mantap poll,1
makasih brng sdh aku trima dngn selamat...,5,makasih brng sdh trima dngn selamat,1
oke barang udah sampai gan makasih ya gan,5,oke barang udah gan makasih ya gan,1
"Cakeeeeeeeeep,, next belanja lagi dah",5,cakeeeeeeeeep next belanja dah,0
"Termiakasih gan, barang cepet sampai barang bagus.",5,termiakasih gan barang cepet barang bagus,1
"trim gan, barangnya sudah sampai. barangnya okhe, daya dorongnya kencang udah saya coba.",5,trim gan barang barang okhe daya dorong kencang udah coba,0
"barang sdh nyampe , tks cepat responnya , tapi belum dicoba",4,barang sdh nyampe tks cepat responnya coba,1
bagus juga gan.  pas cobain tangan saya sampe sobek kena tancap.,5,bagus gan pas cobain tangan sampe sobek kena tancap,1
"Thank's,,,,,,,,,,,,,,,,,  brang smpai dg baik",4,thank brang smpai dg,1
"Barang sesuai deskripsi, pengiriman cepat.",5,barang sesuai deskripsi kirim cepat,1
barang bagus sudah saya tes respon cepat thank youuuuuuuuu,5,barang bagus tes respon cepat thank youuuuuuuuu,1
Barangnya cepat datangnya...Barangnya juga bagus dah dicoba tembakannya kenceng..thanks tokopedia...tambah sukses,5,barang cepat datang barang bagus dah coba tembak kenceng thanks tokopedia sukses,1
Cepat memuaskan seauai gambar,4,cepat muas seauai gambar,1
"biar bintang yang bicara,thank",5,biar bintang bicara thank,1
"express banget dah pokoknya,barangnya mantapp",5,express banget dah pokok barang mantapp,0
"Kualitas produk baik. barang sampai langsung di tes nembak kaca ternyata pecah. hehehe
pengiriman pelayanan juga baik",5,kualitas produk barang langsung tes nembak kaca pecah hehehe kirim layan,2
"pesanan saya sudah sampai, cepat kirimnya. barang sesuai deskripsi produk. terimakasih.",5,pesan cepat kirim barang sesuai deskripsi produk terimakasih,1
Bagus mempermudah tugas dengan baik,5,bagus mudah tugas,1
Mantap..sesuai deskripsi ^.^,5,mantap sesuai deskripsi,1
terima kasih terima kasih,5,terima kasih terima kasih,0
"Reksell.....ð
Proses,pengiriman cepat",5,reksell  proses kirim cepat,1
Barang sudah sampai packing rapi barang sesuai transaksi,5,barang packing rapi barang sesuai transaksi,1
Maksih barang sampai dengan peking yabg baik.. maksih allhamdulilillah,5,maksih barang peking yabg maksih allhamdulilillah,0
mantap biar bintang berbicara,5,mantap biar bintang bicara,1
"Mantul puas bangt sore tf besoknya udh smpe,,barang sesuai pesanan.. Good job",5,mantul puas bangt sore tf besok smpe barang sesuai pesan good job,1
Barang mantaapppppp...cepat n work ittt,5,barang mantaapppppp cepat n work ittt,1
Pakunya kuat. Barang asli. Sesuai dgn foto,5,paku kuat barang asli sesuai foto,1
superrrrrrrrrrrrrrrr,5,superrrrrrrrrrrrrrrr,0
Mantap gan sesuai gambar pesanan,5,mantap gan sesuai gambar pesan,1
Pas mantapppppppppppppppppp,5,pas mantapppppppppppppppppp,0
Fast respon fast delivery. Tapi blm dicoba bagus gaknya.,5,fast respon fast delivery blm coba bagus gaknya,1
Recommended seller..........,5,recommended seller,1
Barang sudah di terima dengan baik. Tks,5,barang terima tks,0
"barang ori, sesuai dgn deskripsi",5,barang ori sesuai deskripsi,1
"Mantab nih, barang sesuai judul, foto dn deskripsi.. ðð",5,mantab nih barang sesuai judul foto dn deskripsi ,1
Produk sesuai. Berfungsi baik. Thanks.,5,produk sesuai fungsi thanks,1
......................,5,,0
Untuk respon cukup cepat &amp; untuk pengiriman standard sesuai dengan pesanan,5,respon cepat amp kirim standard sesuai pesan,1
"Respon penjual cepat ramah, barang bagus meskipun warnanya gk hitam tpi gk papa kualitas tetep ok ....",4,respon jual cepat ramah barang bagus warna hitam tpi papa kualitas tetep ok,1
Sesuai deskripsi.....,5,sesuai deskripsi,1
Barang sesuai deskripsi. Respon penjual pengiriman cukup cepat. Barang belum dicoba.,4,barang sesuai deskripsi respon jual kirim cepat barang coba,1
terima kasih respon cepatnya gan,5,terima kasih respon cepat gan,1
Fast respond cepat sampai,5,fast respond cepat,1
Zipp...... ....... .....,5,zipp,0
pengiriman cepat.. dicoba juga sesuai ekpetasi.. terima kasih,5,kirim cepat coba sesuai ekpetasi terima kasih,1
Puas!barang asli krisbow.terimakasih,5,puas barang asli krisbowterimakasih,1
"Sesuai Pesanan, pengiriman cepat packingnya aman. terimakasih",5,sesuai pesan kirim cepat packingnya aman terimakasih,1
Thanks.....dah terima..... Barang bekerja dengan baik......,5,thanks dah terima barang,1
mantaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaap,5,mantaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaap,0
"barang sdh sampai .
sesuai dgn gambar trimksh.",5,barang sdh sesuai gambar trimksh,1
terima kasih barangnya sudah sampai,4,terima kasih barang,0
Packing Baik. Cepat Sampai. Barang Sesuai Pesanan,5,packing cepat barang sesuai pesan,1
brg baguss.. cepat sampai,4,barang baguss cepat,1
mantap gan cpt bgt kmrn trf skrng sampe padahal pke JNE reg,5,mantap gan cpt banget kmrn trf skrng sampe pke jne reg,1
Fast respon cepat pengirimannya. Good seller,5,fast respon cepat kirim good seller,1
Sudah dicoba berfungsi dengan baik.,4,coba fungsi,0
"pengiriman super cepat, jam 10.00 transfer lalu jam 13.00 barang sudah saya terima .. barang sesuai deskripsi dan gambar .. terima kasih ya .. recommended seller",5,kirim super cepat jam 1000 transfer jam 1300 barang terima barang sesuai deskripsi gambar terima kasih ya recommended seller,1
barang sesuai dengan yg ada difoto ... mantaps,5,barang sesuai foto mantaps,1
brang UD smpai kondisi brang ok,4,brang ud smpai kondisi brang ok,1
recommended lah pokoknya...,5,recommended pokok,1
mantapppppppppp deh pokoknya recomen buat yg lain,5,mantapppppppppp deh pokok recomen,0
"respon cepat, barang sesuai, paket rapi aman...
thanks...",5,respon cepat barang sesuai paket rapi aman thanks,1
"barang bagus, tidak ada kendala baik di pengiriman maupun di unit barangnya",5,barang bagus kendala kirim unit barang,0
awalnya bagus tp setelah dipakai agak lama jd kurang kencang..padahal merek krisbow.,4,bagus pakai kencang merek krisbow,1
"barang udh nyampe sesuai pesanan, sayang ternyata ga bisa make isi staples stationery biasa yg no.3, harus di deskripsi di tulis ukuran isi staples nya..",5,barang nyampe sesuai pesan sayang make isi staples stationery no3 deskripsi tulis ukur isi staples nya,1
barangnya ok .......................................................,5,barang ok,1
"produk mantap, sesuai gambar, tembakan juga kuat semoga awet, tq",5,produk mantap sesuai gambar tembak kuat moga awet tq,1
kenceng gan. . . siiipp.......!,5,kenceng gan siiipp,0
"Isi staple gun sih bagus. Krn ternyata staple gun Mollar yg saya beli di toko ini yg ga bagus. Sekali tembak, keluar 2",4,isi staple gun sih bagus krn staple gun mollar beli toko bagus tembak 2,1
"Siip mantap, barang sudah diterima
Respon cepat ,ð",5,siip mantap barang terima respon cepat ,1
"Barang sesuai pesanan, packing rapih, mantapp",5,barang sesuai pesan packing rapih mantapp,1
sampai dengan cepat terima kasih banyak,5,cepat terima kasih,1
Bagus ... murah berkualitas .recomended,5,bagus murah kualitas recomended,1
Sudah diterima dengan baik bisa di pakai.,5,terima pakai,0
Barang sudah diterima dg baik. Thx,4,barang terima dg thx,1
